lote,fecha,idioma,index,title,href,absoluteHref,flags,estado
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","12","Behang Black Friday","/nl/collections/black-friday-wallpaper","https://www.matchwalls.com/nl/collections/black-friday-wallpaper","HANDLE_STANDBY_ENGLISH_IN_NON_EN|VISIBLE_BLACK_FRIDAY_REVIEW","REQUIERE DECISION HUMANA"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","13","Behang Blauw","/nl/collections/blue-painted-papers-matchwallswallpapers","https://www.matchwalls.com/nl/collections/blue-painted-papers-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","14","Behang Bordeaux","/nl/collections/bordeaux-wallpaper-2","https://www.matchwalls.com/nl/collections/bordeaux-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","15","Behang Burgos","/nl/collections/burgos-wallpaper-2","https://www.matchwalls.com/nl/collections/burgos-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","16","Behang Cantabria","/nl/collections/cantabria-wallpaper-2","https://www.matchwalls.com/nl/collections/cantabria-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","17","Behang Castellón","/nl/collections/castellon-wallpaper-1","https://www.matchwalls.com/nl/collections/castellon-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","18","Behang Ciudad Real","/nl/collections/ciudad-echte-papel","https://www.matchwalls.com/nl/collections/ciudad-echte-papel","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","19","Behang Cuenca","/nl/collections/bassin-wallpaper","https://www.matchwalls.com/nl/collections/bassin-wallpaper","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","20","Behang Cáceres","/nl/collections/caceres-wallpaper-2","https://www.matchwalls.com/nl/collections/caceres-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","21","Behang Cádiz","/nl/collections/cadiz-wallpaper-2","https://www.matchwalls.com/nl/collections/cadiz-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","22","Behang Córdoba","/nl/collections/cordoba-wallpaper","https://www.matchwalls.com/nl/collections/cordoba-wallpaper","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","23","Behang Geel","/nl/collections/geel-geschilderde-papieren-matchwallswallpapers","https://www.matchwalls.com/nl/collections/geel-geschilderde-papieren-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","24","Behang Gipuzkoa","/nl/collections/gipuzkoa-wallpaper-2","https://www.matchwalls.com/nl/collections/gipuzkoa-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","25","Behang Girona","/nl/collections/girona-wallpaper-1","https://www.matchwalls.com/nl/collections/girona-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","26","Behang Goud","/nl/collections/gouden-geschilderde-papieren-matchwallswallpa","https://www.matchwalls.com/nl/collections/gouden-geschilderde-papieren-matchwallswallpa","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","27","Behang Granada","/nl/collections/granada-wallpaper-1","https://www.matchwalls.com/nl/collections/granada-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","28","Behang Grijs","/nl/collections/gray-painted-papers-matchwallswallpapers-2","https://www.matchwalls.com/nl/collections/gray-painted-papers-matchwallswallpapers-2","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","29","Behang Guadalajara","/nl/collections/guadalajara-wallpaper-2","https://www.matchwalls.com/nl/collections/guadalajara-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","30","Behang Huelva","/nl/collections/huelva-wallpaper-1","https://www.matchwalls.com/nl/collections/huelva-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","31","Behang Huesca","/nl/collections/huesca-wallpaper-2","https://www.matchwalls.com/nl/collections/huesca-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","32","Behang Japans","/nl/collections/japanse-muurschilderingen-matchwallsmurals","https://www.matchwalls.com/nl/collections/japanse-muurschilderingen-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","33","Behang Jaén","/nl/collections/jaene-wallpaper","https://www.matchwalls.com/nl/collections/jaene-wallpaper","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","34","Behang La Coruña","/nl/collections/la-coruna-wallpaper-1","https://www.matchwalls.com/nl/collections/la-coruna-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","35","Behang La Rioja","/nl/collections/la-rioja-wallpaper-2","https://www.matchwalls.com/nl/collections/la-rioja-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","36","Behang met Landschappen","/nl/collections/muurschildering-landschappen-matchwallsmurals","https://www.matchwalls.com/nl/collections/muurschildering-landschappen-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","37","Behang Straatsburg","/nl/collections/straatsburg-behang","https://www.matchwalls.com/nl/collections/straatsburg-behang","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","38","Behang Tienerkamer","/nl/collections/muurschildering-voor-tienerkamers-matchwallsmurals","https://www.matchwalls.com/nl/collections/muurschildering-voor-tienerkamers-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","39","Behang Wit","/nl/collections/white-painted-papers-matchwallswallpapers-2","https://www.matchwalls.com/nl/collections/white-painted-papers-matchwallswallpapers-2","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","40","Behang Zwart-Wit","/nl/collections/zwart-wit-geschilderde-papieren-matchwallswalpapers","https://www.matchwalls.com/nl/collections/zwart-wit-geschilderde-papieren-matchwallswalpapers","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","41","Behang Álava","/nl/collections/alava-wallpaper-2","https://www.matchwalls.com/nl/collections/alava-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","42","Behang Ávila","/nl/collections/avila-wallpaper-2","https://www.matchwalls.com/nl/collections/avila-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","43","Bloemenbehang","/nl/collections/bloemenmuurschilderingen-matchwallsmurals","https://www.matchwalls.com/nl/collections/bloemenmuurschilderingen-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","44","Botanisch Behang","/nl/collections/botanische-muurschilderingen-matchwallsmurals","https://www.matchwalls.com/nl/collections/botanische-muurschilderingen-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","45","Geometrische Behangstijlen","/nl/collections/geometrische-muurschilderingen-matchwallsmurs","https://www.matchwalls.com/nl/collections/geometrische-muurschilderingen-matchwallsmurs","HANDLE_STANDBY_BRAND_LEGACY|NL_COPY_NATURALNESS_REVIEW","VERIFICADO PERO MEJORABLE"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","46","Grafisch Behang","/nl/collections/grafische-muurschilderingen-matchwallsmurals","https://www.matchwalls.com/nl/collections/grafische-muurschilderingen-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","47","Nieuw Behang","/nl/collections/nieuwe-matchwalls-matchwallsmurals-muurschilderingen","https://www.matchwalls.com/nl/collections/nieuwe-matchwalls-matchwallsmurals-muurschilderingen","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","48","Zelfklevend Peel & Stick Behang","/nl/collections/peel-stick-zelf-adhesive-wallpaper","https://www.matchwalls.com/nl/collections/peel-stick-zelf-adhesive-wallpaper","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
