id,tipo_recurso,idioma,recurso,problema,evidencia,url_o_archivo,fuente,estado,prioridad,impacto_seo,impacto_geo_llmo,impacto_comercial,solucion_recomendada,siguiente_lote_recomendado
MW-CONT-0280,page,de,Meta title,Title contaminado por metodos de pago en inventario historico,Nachhaltigkeit — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/nachhaltigkeit,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0281,page,de,Meta title,Title contaminado por metodos de pago en inventario historico,Online -UmsatzbedingungenAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/online-umsatzbedingungen,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0282,page,de,H1,H1 multiple,h1_count=2; h1=Individuelle Tapeten — Erstellen Sie Ihr einzigartiges Wandbild mit MatchWalls | Individuelle Tapeten — Erstellen Sie Ihr einzigartiges Wandbild mit MatchWalls,https://www.matchwalls.com/de/pages/personalisierung,inventario-urls.csv,VERIFICADO PERO MEJORABLE,MEDIO,Puede diluir la jerarquia de contenidos.,Dificulta extraer una respuesta principal clara.,Puede confundir en landings transaccionales.,Dejar un solo H1 y convertir el resto en H2/H3.,MW-H1-METAS-I18N-001
MW-CONT-0283,page,de,Meta title,Title contaminado por metodos de pago en inventario historico,Individuelle Tapeten und Wandbilder — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/personalisierung,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0284,page,de,H1,H1 ausente,h1_count=0; title=Geschäftskonto – FormularAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/professionelle-form,inventario-urls.csv,INCORRECTO,ALTO,Reduce claridad semantica e intencion principal.,Los sistemas IA reciben menos senal estructurada sobre el tema principal.,Menor claridad para usuarios y menor conversion.,"Anadir un unico H1 descriptivo, localizado y alineado con la busqueda principal.",MW-H1-METAS-I18N-001
MW-CONT-0285,page,de,Meta title,Title contaminado por metodos de pago en inventario historico,Geschäftskonto – FormularAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/professionelle-form,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0286,page,de,Meta title,Title contaminado por metodos de pago en inventario historico,Geschäftskonto für gewerbliche ProjekteAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/professionelle-konto-kommerzielle-projekte,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0287,page,de,H1,H1 ausente,h1_count=0; title=Professionelle Studios – Plan für FachleuteAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/professionelle-studien,inventario-urls.csv,INCORRECTO,ALTO,Reduce claridad semantica e intencion principal.,Los sistemas IA reciben menos senal estructurada sobre el tema principal.,Menor claridad para usuarios y menor conversion.,"Anadir un unico H1 descriptivo, localizado y alineado con la busqueda principal.",MW-H1-METAS-I18N-001
MW-CONT-0288,page,de,Meta title,Title contaminado por metodos de pago en inventario historico,Professionelle Studios – Plan für FachleuteAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/professionelle-studien,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0289,page,de,H1,H1 multiple,"h1_count=2; h1=Tapeten für Fachleute — Architekten, Innenarchitekten und Fachhändler | Tapeten für Fachleute — Architekten, Innenarchitekten und Fachhändler",https://www.matchwalls.com/de/pages/profis,inventario-urls.csv,VERIFICADO PERO MEJORABLE,MEDIO,Puede diluir la jerarquia de contenidos.,Dificulta extraer una respuesta principal clara.,Puede confundir en landings transaccionales.,Dejar un solo H1 y convertir el resto en H2/H3.,MW-H1-METAS-I18N-001
MW-CONT-0290,page,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapeten für Fachleute — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/profis,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0291,page,de,Meta title,Title contaminado por metodos de pago en inventario historico,Rechtliche BekanntmachungAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/rechtliche-bekanntmachung,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0292,page,de,H1,H1 ausente,h1_count=0; title=Versand und Rückgaben — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/sendungen-und-ruckkehr,inventario-urls.csv,INCORRECTO,ALTO,Reduce claridad semantica e intencion principal.,Los sistemas IA reciben menos senal estructurada sobre el tema principal.,Menor claridad para usuarios y menor conversion.,"Anadir un unico H1 descriptivo, localizado y alineado con la busqueda principal.",MW-H1-METAS-I18N-001
MW-CONT-0293,page,de,Meta title,Title contaminado por metodos de pago en inventario historico,Versand und Rückgaben — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/sendungen-und-ruckkehr,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0294,page,de,H1,H1 ausente,h1_count=0; title=Partnerprogramm — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/sozial-presse-und-zugehorigkeit,inventario-urls.csv,INCORRECTO,ALTO,Reduce claridad semantica e intencion principal.,Los sistemas IA reciben menos senal estructurada sobre el tema principal.,Menor claridad para usuarios y menor conversion.,"Anadir un unico H1 descriptivo, localizado y alineado con la busqueda principal.",MW-H1-METAS-I18N-001
MW-CONT-0295,page,de,Meta title,Title contaminado por metodos de pago en inventario historico,Partnerprogramm — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/sozial-presse-und-zugehorigkeit,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0296,page,de,Meta title,Title contaminado por metodos de pago en inventario historico,Spanien TapeteAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/spanien-tapete,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0297,page,de,H1,H1 ausente,h1_count=0; title=Über MatchWalls — Tapeten- und Wandbild-ExpertenAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/uber-uns,inventario-urls.csv,INCORRECTO,ALTO,Reduce claridad semantica e intencion principal.,Los sistemas IA reciben menos senal estructurada sobre el tema principal.,Menor claridad para usuarios y menor conversion.,"Anadir un unico H1 descriptivo, localizado y alineado con la busqueda principal.",MW-H1-METAS-I18N-001
MW-CONT-0298,page,de,Meta title,Title contaminado por metodos de pago en inventario historico,Über MatchWalls — Tapeten- und Wandbild-ExpertenAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/uber-uns,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0299,page,de,H1,H1 ausente,h1_count=0; title=Zahlungsmethoden — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/unsere-produkte,inventario-urls.csv,INCORRECTO,ALTO,Reduce claridad semantica e intencion principal.,Los sistemas IA reciben menos senal estructurada sobre el tema principal.,Menor claridad para usuarios y menor conversion.,"Anadir un unico H1 descriptivo, localizado y alineado con la busqueda principal.",MW-H1-METAS-I18N-001
MW-CONT-0300,page,de,Meta title,Title contaminado por metodos de pago en inventario historico,Zahlungsmethoden — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/unsere-produkte,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0301,page,de,Meta title,Title contaminado por metodos de pago en inventario historico,Your Privacy ChoicesAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/verkaufen-oder-teilen-sie-meine-personlichen-daten-nicht-oder-teilen-sie-sie-nicht,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0302,page,de,Meta title,Title contaminado por metodos de pago en inventario historico,WebnutzungsbedingungenAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/webnutzungsbedingungen,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0303,page,de,H1,H1 ausente,h1_count=0; title=Decke für Tapeten ausmessen — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/wie-man-deckenmassnahmen-ergriffen,inventario-urls.csv,INCORRECTO,ALTO,Reduce claridad semantica e intencion principal.,Los sistemas IA reciben menos senal estructurada sobre el tema principal.,Menor claridad para usuarios y menor conversion.,"Anadir un unico H1 descriptivo, localizado y alineado con la busqueda principal.",MW-H1-METAS-I18N-001
MW-CONT-0304,page,de,Meta title,Title contaminado por metodos de pago en inventario historico,Decke für Tapeten ausmessen — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/wie-man-deckenmassnahmen-ergriffen,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0305,page,de,H1,H1 ausente,h1_count=0; title=Wand ausmessen für Tapeten — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/wie-man-wandmessungen-durchnimmt,inventario-urls.csv,INCORRECTO,ALTO,Reduce claridad semantica e intencion principal.,Los sistemas IA reciben menos senal estructurada sobre el tema principal.,Menor claridad para usuarios y menor conversion.,"Anadir un unico H1 descriptivo, localizado y alineado con la busqueda principal.",MW-H1-METAS-I18N-001
MW-CONT-0306,page,de,Meta title,Title contaminado por metodos de pago en inventario historico,Wand ausmessen für Tapeten — MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/wie-man-wandmessungen-durchnimmt,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0307,page,de,H1,H1 ausente,h1_count=0; title=Zahlungsmethoden – MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/zahlungsmethoden,inventario-urls.csv,INCORRECTO,ALTO,Reduce claridad semantica e intencion principal.,Los sistemas IA reciben menos senal estructurada sobre el tema principal.,Menor claridad para usuarios y menor conversion.,"Anadir un unico H1 descriptivo, localizado y alineado con la busqueda principal.",MW-H1-METAS-I18N-001
MW-CONT-0308,page,de,Meta title,Title contaminado por metodos de pago en inventario historico,Zahlungsmethoden – MatchWallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/zahlungsmethoden,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0309,page,de,Meta title,Title contaminado por metodos de pago en inventario historico,ZurückAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/pages/zuruck,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0310,product,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete Abenteuer Wunderland MulticolorAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/products/abenteuer-wunderland-multicolor,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0311,product,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete Akrobatisches Tor schwarz und schwarznavigate-back-circleVertical LayoutAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisaAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisaAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/products/akrobatisches-tor-schwarz-und-schwarz,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0312,product,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete Alte schwarze und schwarze Geometrienavigate-back-circleVertical LayoutAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisaAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisaAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/products/alte-schwarze-und-schwarze-geometrie,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0313,product,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete Ätherische Blütenblätter mehrfarbignavigate-back-circleVertical LayoutAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisaAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisaAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/products/atherische-blutenblatter-mehrfarbig,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0314,product,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete Ätherischer Hainblaunavigate-back-circleVertical LayoutAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisaAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisaAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/products/atherischer-hainblau,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0315,product,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete Baldachin Zauber schwarznavigate-back-circleVertical LayoutAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisaAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisaAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/products/baldachin-zauber-schwarz,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0316,product,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete Beige Alabasternavigate-back-circleVertical LayoutAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisaAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisaAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/products/beige-alabaster-4,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0317,product,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete Beige minimalistische Verfeinerungnavigate-back-circleVertical LayoutAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisaAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisaAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/products/beige-minimalistische-verfeinerung,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0318,product,de,Meta title,Title contaminado por metodos de pago en inventario historico,Beige zeitgenössische Tartan -ProbeAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisaAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/products/beige-zeitgenossische-tartan-probe,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
MW-CONT-0319,product,de,Meta title,Title contaminado por metodos de pago en inventario historico,Tapete Blaue botanische Eleganznavigate-back-circleVertical LayoutAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisaAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisaAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa,https://www.matchwalls.com/de/products/blaue-botanische-eleganz,inventario-urls.csv historico + render publico parcial 2026-06-16,DECLARADO PERO NO VERIFICADO,MEDIO,Debe revalidarse con un rastreo post-hotfix antes de corregir plantillas.,No se debe alimentar una decision GEO con evidencia historica refutada por render actual parcial.,Evita priorizar un falso positivo sobre problemas visibles actuales.,"Re-rastrear titles actuales; si se confirma, abrir lote tecnico especifico.",MW-RECRAWL-TITLES-001
